,organization_element,education_element,radiologist_id
5174,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/evan-raff-822226
5175,University of Michigan Health System,"Residency, University of Michigan Health System",/doctors/evan-raff-822226
5176,Huntington Memorial Hospital,"Internship, Huntington Memorial Hospital",/doctors/evan-raff-822226
5177,University of Southern California School of Medicine,Medical School,/doctors/evan-raff-822226
5178,USC School of Public Policy,"Other Training, Health Administration",/doctors/evan-raff-822226
5180,"Charles R Drew University of Medicine and Science, College of Medicine","Residency, Charles R Drew University",/doctors/patricia-allen-859873
5181,Forest Park Hospital,"Internship, Forest Park Hospital",/doctors/patricia-allen-859873
5182,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/leonard-feigenbaum-523082
5183,MedStar Health,"Internship, MedStar Health/Georgetown-Washington Hospital Center",/doctors/leonard-feigenbaum-523082
5184,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/leonard-feigenbaum-523082
5185,MedStar Health,"Internship, MedStar Health/Georgetown-Washington Hospital Center",/doctors/leonard-feigenbaum-523082
5186,University of Chicago Medical Center,"Fellowship, University of Chicago",/doctors/cheryl-diamond-757024
5187,University of Chicago Medical Center,"Residency, University of Chicago",/doctors/cheryl-diamond-757024
5191,"Charles R Drew University of Medicine and Science, College of Medicine","Residency, Charles R Drew University of Medicine and Science, College of Medicine",/doctors/nona-datta-122097
5192,"Charles R Drew University of Medicine and Science, College of Medicine","Residency, Charles R Drew University",/doctors/nona-datta-122097
5193,Tufts Medical Center,"Residency, Tufts Medical Center",/doctors/roger-han-603390
5194,MedStar Franklin Square Medical Center,"Internship, MedStar Franklin Square Medical Center",/doctors/roger-han-603390
5196,Tufts Medical Center,"Residency, Tufts Medical Center",/doctors/roger-han-603390
5197,MedStar Franklin Square Medical Center,"Internship, MedStar Franklin Square Medical Center",/doctors/roger-han-603390
5199,University of California (Irvine),"Residency, University of California (Irvine)",/doctors/ramana-muthyala-45705
5200,University of Hawaii John A Burns School of Medicine,"Internship, University of Hawaii",/doctors/ramana-muthyala-45705
5202,Kaiser Permanente Southern California,"Residency, Kaiser Permanente Southern California (Los Angeles)",/doctors/niraj-rawal-64879
5203,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/abraham-schlossberg-104139
5204,University of California (San Francisco) School of Medicine,"Internship, University of California (San Francisco)/Mount Zion",/doctors/abraham-schlossberg-104139
5205,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/abraham-schlossberg-104139
5206,University of California (San Francisco) School of Medicine,"Internship, University of California (San Francisco)/Mount Zion",/doctors/abraham-schlossberg-104139
5207,Los Angeles County-Harbor-UCLA Medical Center,"Fellowship, Los Angeles County-Harbor-UCLA Medical Center",/doctors/frank-soto-98821
5208,UCLA David Geffen School of Medicine/UCLA Medical Center,"Fellowship, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/frank-soto-98821
5209,Overlook Hospital,"Residency, Overlook Hospital",/doctors/frank-soto-98821
5210,Cedars-Sinai Medical Center,"Internship, Cedars-Sinai Medical Center",/doctors/frank-soto-98821
5216,University of California (San Francisco) School of Medicine,"Residency, Radiology",/doctors/christopher-starr-987676
5217,University of Pennsylvania Health System,"Fellowship, Neuroradiology",/doctors/kien-tran-924599
5218,Beaumont Health,"Residency, Radiology",/doctors/kien-tran-924599
5220,University of Pennsylvania Health System,"Fellowship, Neuroradiology",/doctors/kien-tran-924599
5221,Beaumont Health,"Residency, Radiology",/doctors/kien-tran-924599
5223,University of Iowa Hospitals and Clinics,"Residency, University of Iowa Hospitals and Clinics",/doctors/shufong-wu-624281
5224,Roger Williams Medical Center,"Internship, Roger Williams Medical Center",/doctors/shufong-wu-624281
5226,University of California (Irvine),"Fellowship, Radiology",/doctors/samuel-yu-876456
5227,Los Angeles County-Harbor-UCLA Medical Center,"Residency, Radiology",/doctors/samuel-yu-876456
5228,St Mary Medical Center,"Internship, Internal Medicine",/doctors/samuel-yu-876456
5229,New Bridge Medical Center,"Residency, New Bridge Medical Center",/doctors/edmundo-rubio-546473
5230,SUNY Downstate Health Sciences University,"Residency, SUNY Health Science Center at Brooklyn",/doctors/edmundo-rubio-546473
5231,Atlantic Health System,"Internship, Atlantic Health System",/doctors/edmundo-rubio-546473
5232,New Bridge Medical Center,"Residency, New Bridge Medical Center",/doctors/edmundo-rubio-546473
5233,SUNY Downstate Health Sciences University,"Residency, SUNY Health Science Center at Brooklyn",/doctors/edmundo-rubio-546473
5234,Atlantic Health System,"Internship, Atlantic Health System",/doctors/edmundo-rubio-546473
5235,Brigham and Womens Hospital,"Fellowship, Brigham and Women's Hospital/Harvard Medical School",/doctors/peter-lew-661578
5236,Los Angeles County-Harbor-UCLA Medical Center,"Residency, Los Angeles County-Harbor-UCLA Medical Center",/doctors/peter-lew-661578
5237,Huntington Memorial Hospital,"Internship, Huntington Memorial Hospital",/doctors/peter-lew-661578
5239,"Charles R Drew University of Medicine and Science, College of Medicine","Residency, Charles R Drew University",/doctors/john-nguyen-104609
5240,University of California (Irvine),"Internship, University of California (Irvine)",/doctors/john-nguyen-104609
5241,University of Southern California - LAC+USC Medical Center,"Residency, Radiology",/doctors/norma-ehrlich-904226
5242,Hospital of The Good Samaritan,"Internship, Transitional Year",/doctors/norma-ehrlich-904226
5243,University of Southern California - LAC+USC Medical Center,"Residency, Radiology",/doctors/norma-ehrlich-904226
5244,Hospital of The Good Samaritan,"Internship, Transitional Year",/doctors/norma-ehrlich-904226
5245,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/howard-marx-326165
5246,VA Greater Los Angeles Healthcare System,"Residency, UCLA-VA Greater Los Angeles",/doctors/howard-marx-326165
5247,Loyola University Medical Center,"Residency, Loyola University Medical Center",/doctors/anthony-yipp-68651
5248,Advocate Health Care,"Residency, Advocate Health Care/Advocate Illinois Masonic Medical Center",/doctors/anthony-yipp-68651
5249,Southside Medical Center,"Internship, Southside Medical Center",/doctors/anthony-yipp-68651
5251,Los Angeles County-Harbor-UCLA Medical Center,"Residency, Los Angeles County-Harbor-UCLA Medical Center",/doctors/elisa-chen-45038
5252,UCLA David Geffen School of Medicine/UCLA Medical Center,"Internship, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/elisa-chen-45038
5253,Los Angeles County-Harbor-UCLA Medical Center,"Fellowship, Los Angeles County-Harbor-UCLA Medical Center",/doctors/marwan-saab-32044
5254,Loma Linda University Health Education Consortium,"Fellowship, Loma Linda University Health Education Consortium",/doctors/marwan-saab-32044
5255,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/marwan-saab-32044
5256,University of California (Irvine),"Internship, University of California (Irvine)",/doctors/marwan-saab-32044
5258,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/toby-washington-629481
5259,"Charles R Drew University of Medicine and Science, College of Medicine","Internship, Charles R Drew University of Medicine and Science, College of Medicine",/doctors/toby-washington-629481
5260,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/toby-washington-629481
5261,"Charles R Drew University of Medicine and Science, College of Medicine","Internship, Charles R Drew University of Medicine and Science, College of Medicine",/doctors/toby-washington-629481
5262,Advocate Health Care,"Residency, Advocate Health Care/Advocate Illinois Masonic Medical Center",/doctors/tarala-kapadia-64826
5263,Loyola Medicine MacNeal Hospital,"Internship, Loyola Medicine MacNeal Hospital",/doctors/tarala-kapadia-64826
5264,Medical University of South Carolina College of Medicine,"Residency, Medical University of South Carolina",/doctors/jacques-blanc-98852
5265,Montreal General Hospital,"Other Training, Radiology",/doctors/kanagal-satyanarayana-104034
5266,Maimonides Medical Center,"Residency, Maimonides Medical Center",/doctors/kanagal-satyanarayana-104034
5267,New York-Presbyterian Brooklyn Methodist Hospital,"Residency, New York-Presbyterian Brooklyn Methodist Hospital",/doctors/kanagal-satyanarayana-104034
5268,Englewood Health,"Internship, Englewood Health",/doctors/kanagal-satyanarayana-104034
5270,Montreal General Hospital,"Other Training, Radiology",/doctors/kanagal-satyanarayana-104034
5271,Maimonides Medical Center,"Residency, Maimonides Medical Center",/doctors/kanagal-satyanarayana-104034
5272,New York-Presbyterian Brooklyn Methodist Hospital,"Residency, New York-Presbyterian Brooklyn Methodist Hospital",/doctors/kanagal-satyanarayana-104034
5273,Englewood Health,"Internship, Englewood Health",/doctors/kanagal-satyanarayana-104034
5275,Brigham and Womens Hospital,"Fellowship, Brigham and Women's Hospital/Harvard Medical School",/doctors/mylien-pham-351608
5276,University of California (Irvine),"Residency, University of California (Irvine)",/doctors/mylien-pham-351608
5277,Los Angeles County-Harbor-UCLA Medical Center,"Internship, Los Angeles County-Harbor-UCLA Medical Center",/doctors/mylien-pham-351608
5279,University of California (San Francisco) School of Medicine,"Fellowship, Musculoskeletal Radiology",/doctors/mark-ashkan-756554
5280,Beth Israel Deaconess Medical Center,"Residency, Radiology",/doctors/mark-ashkan-756554
5281,Icahn School of Medicine at Mount Sinai,"Internship, Internal Medicine",/doctors/mark-ashkan-756554
5283,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/ajay-rao-729379
5284,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/ajay-rao-729379
5285,Santa Clara Valley Medical Center,"Residency, Santa Clara Valley Medical Center",/doctors/ajay-rao-729379
5286,Kaiser Permanente Southern California,"Internship, Kaiser Permanente Southern California (Los Angeles)",/doctors/ajay-rao-729379
5287,University of California (San Diego) Medical Center,"Fellowship, University of California (San Diego) Medical Center",/doctors/ajay-rao-729379
5288,University of California (San Diego) Medical Center,"Residency, University of California (San Diego) Medical Center",/doctors/ajay-rao-729379
5289,Santa Clara Valley Medical Center,"Residency, Santa Clara Valley Medical Center",/doctors/ajay-rao-729379
5290,Kaiser Permanente Southern California,"Internship, Kaiser Permanente Southern California (Los Angeles)",/doctors/ajay-rao-729379
5291,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/vadim-tsesin-45025
5292,Nassau University Medical Center,"Residency, Nassau University Medical Center",/doctors/vadim-tsesin-45025
5294,UCLA David Geffen School of Medicine/UCLA Medical Center,"Fellowship, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/justin-weir-90345
5295,Stony Brook Medicine,"Residency, Stony Brook Medicine/University Hospital",/doctors/justin-weir-90345
5296,Danbury Hospital,"Internship, Danbury Hospital",/doctors/justin-weir-90345
5297,New York Medical College,Medical School,/doctors/justin-weir-90345
5298,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/george-spanos-657515
5299,Los Angeles County-Harbor-UCLA Medical Center,"Internship, Los Angeles County-Harbor-UCLA Medical Center",/doctors/george-spanos-657515
5300,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/george-spanos-657515
5301,Los Angeles County-Harbor-UCLA Medical Center,"Internship, Los Angeles County-Harbor-UCLA Medical Center",/doctors/george-spanos-657515
5302,University of Illinois College of Medicine at Chicago,"Residency, University of Illinois College of Medicine at Chicago",/doctors/walfrido-castelo-570360
5303,University of Pennsylvania Health System,"Residency, University of Pennsylvania Health System",/doctors/walfrido-castelo-570360
5304,Jefferson Frankford Hospital,"Internship, Frankford Hospitals",/doctors/walfrido-castelo-570360
5308,Advocate Health Care,"Residency, Advocate Health Care/Advocate Illinois Masonic Medical Center",/doctors/ramiro-escobar-95433
5309,Advocate Illinois Masonic Medical Center,"Internship, Advocate Illinois Masonic Medical Center",/doctors/ramiro-escobar-95433
5310,University of Illinois College of Medicine at Chicago,"Residency, University of Illinois College of Medicine at Chicago",/doctors/kyu-jung-104040
5311,AMITA Health,"Internship, AMITA Health/Saint Francis Hospital",/doctors/kyu-jung-104040
5313,University of Illinois College of Medicine at Chicago,"Residency, University of Illinois College of Medicine at Chicago",/doctors/kyu-jung-104040
5314,AMITA Health,"Internship, AMITA Health/Saint Francis Hospital",/doctors/kyu-jung-104040
5316,University of California (San Francisco) School of Medicine,"Fellowship, University of California (San Francisco)",/doctors/edward-kalinowski-96479
5317,Los Angeles County-Harbor-UCLA Medical Center,"Residency, Los Angeles County-Harbor-UCLA Medical Center",/doctors/edward-kalinowski-96479
5318,Ascension St Vincent Hospital Indianapolis,"Internship, St Vincent Hospital and Health Care Center",/doctors/edward-kalinowski-96479
5320,Cook County Health and Hospitals System,"Residency, Cook County Health and Hospitals System",/doctors/augusto-salceda-96523
5321,University of Illinois College of Medicine at Chicago,"Residency, University of Illinois College of Medicine at Chicago",/doctors/augusto-salceda-96523
5322,Edgewater Hospital,"Internship, Edgewater Hospital",/doctors/augusto-salceda-96523
5323,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/hung-tran-105469
5324,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/hung-tran-105469
5325,UCLA David Geffen School of Medicine/UCLA Medical Center,"Fellowship, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/scott-genshaft-696188
5326,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/scott-genshaft-696188
5327,Maimonides Medical Center,"Internship, Maimonides Medical Center",/doctors/scott-genshaft-696188
5328,Icahn School of Medicine at Mount Sinai,"Residency, Icahn School of Medicine at Mount Sinai (West)",/doctors/bo-li-916993
5329,Bassett Medical Center,"Internship, Bassett Medical Center",/doctors/bo-li-916993
5330,University of Southern California/LACUSC Medical Center,"Residency, Radiology",/doctors/monica-almanza-239804
5331,UCSF Fresno Medical Education Program,"Residency, Radiology",/doctors/monica-almanza-239804
5332,Kaiser Permanente Southern California,"Residency, Internal Medicine",/doctors/monica-almanza-239804
5333,Kaiser Permanente Southern California,"Residency, Kaiser Permanente Southern California (Los Angeles)",/doctors/albert-cho-104616
5334,Kaiser Permanente Southern California,"Residency, Kaiser Permanente Southern California (Los Angeles)",/doctors/albert-cho-104616
5335,Massachusetts General Hospital,"Fellowship, Massachusetts General Hospital/Harvard Medical School",/doctors/diego-covarrubias-708039
5336,SUNY Downstate Health Sciences University,"Residency, SUNY Downstate Health Sciences University",/doctors/diego-covarrubias-708039
5337,New York Medical College,"Internship, New York Medical College (Metropolitan)",/doctors/diego-covarrubias-708039
5340,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/chuong-michael-dang-104920
5341,Santa Barbara Cottage Hospital,"Internship, Santa Barbara Cottage Hospital",/doctors/chuong-michael-dang-104920
5342,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/joon-dokko-71374
5343,Kaiser Permanente Southern California,"Residency, Kaiser Permanente Southern California (Los Angeles)",/doctors/joon-dokko-71374
5344,University of Southern California/LACUSC Medical Center,"Residency, University of Southern California/LAC+USC Medical Center",/doctors/joon-dokko-71374
5345,Kaiser Permanente Southern California,"Residency, Kaiser Permanente Southern California (Los Angeles)",/doctors/joon-dokko-71374
5346,McGill University Faculty Medicine Hospital,"Other Training, Radiology",/doctors/mahduri-inamdar-1122491
5347,Duke University Hospital,"Residency, Duke University Hospital",/doctors/alison-kim-673665
5348,Rush University Medical Center,"Internship, Rush University Medical Center",/doctors/alison-kim-673665
5351,Santa Clara Valley Medical Center,"Residency, Santa Clara Valley Medical Center",/doctors/vijay-rao-900228
5352,Kaiser Permanente Southern California,"Residency, Kaiser Permanente Southern California (Los Angeles)",/doctors/vijay-rao-900228
5353,Santa Clara Valley Medical Center,"Residency, Santa Clara Valley Medical Center",/doctors/vijay-rao-900228
5354,Kaiser Permanente Southern California,"Residency, Kaiser Permanente Southern California (Los Angeles)",/doctors/vijay-rao-900228
5363,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/suzie-el-saden-406841
5364,Cedars-Sinai Medical Center,"Internship, Cedars-Sinai Medical Center",/doctors/suzie-el-saden-406841
5365,Massachusetts General Hospital,"Fellowship, Emergency Radiology",/doctors/timothy-bell-221957
5366,Boston University Medical Center,"Residency, Radiology",/doctors/timothy-bell-221957
5367,Mayo Clinic College of Medicine and Science,"Internship, Transitional Year",/doctors/timothy-bell-221957
5382,Massachusetts General Hospital,"Fellowship, Emergency Radiology",/doctors/timothy-bell-221957
5383,Boston University Medical Center,"Residency, Radiology",/doctors/timothy-bell-221957
5384,Mayo Clinic College of Medicine and Science,"Internship, Transitional Year",/doctors/timothy-bell-221957
5399,UCLA David Geffen School of Medicine/UCLA Medical Center,"Fellowship, Neuroradiology",/doctors/james-hyun-223299
5400,Zucker School of Medicine at Hofstra/Northwell,"Residency, Radiology",/doctors/james-hyun-223299
5401,Zucker School of Medicine at Hofstra/Northwell,"Internship, Internal Medicine",/doctors/james-hyun-223299
5416,Johns Hopkins University School of Medicine,"Residency, Radiology",/doctors/ernest-kinchen-221493
5417,Tufts Medical Center,"Internship, Internal Medicine",/doctors/ernest-kinchen-221493
5439,Kaiser Permanente Southern California,"Residency, Radiology",/doctors/darissa-kon-221475
5446,Kaiser Permanente Southern California,"Residency, Radiology",/doctors/darissa-kon-221475
5453,University of Texas Health Science Center San Antonio Joe and Teresa Lozano Long School of Medicine,"Residency, Radiology",/doctors/cynthia-lloyd-221462
5469,New York Presbyterian Hospital,"Residency, Radiology",/doctors/gabriel-ramirez-230820
5470,New York Presbyterian Hospital,"Internship, Internal Medicine",/doctors/gabriel-ramirez-230820
5515,Los Angeles County-Harbor-UCLA Medical Center,"Residency, Los Angeles County-Harbor-UCLA Medical Center",/doctors/julie-miller-563887
5516,Aurora Health Care,"Internship, Aurora Health Care",/doctors/julie-miller-563887
5519,SUNY Downstate Health Sciences University,"Residency, SUNY Downstate Health Sciences University",/doctors/ira-tyler-543863
5520,NYU Grossman School of Medicine,"Residency, NYU Grossman School of Medicine",/doctors/ira-tyler-543863
5521,University of Miami/Jackson Health System,"Residency, University of Miami/Jackson Health System",/doctors/ira-tyler-543863
5537,University of Tennessee Health Science Center College of Medicine,Medical School,/doctors/joel-diament-1844041
5538,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/ali-alikhani-3041217
5539,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/ali-alikhani-3041217
5546,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/ali-alikhani-3041217
5547,University of Tennessee College of Medicine,"Internship, Transitional Year",/doctors/ali-alikhani-3041217
5554,San Antonio Uniformed Services Health Education Consortium,"Residency, San Antonio Uniformed Services Health Education Consortium",/doctors/timothy-cramer-366169
5555,San Antonio Uniformed Services Health Education Consortium,"Internship, San Antonio Uniformed Services Health Education Consortium",/doctors/timothy-cramer-366169
5560,Hospital for Special Surgery,"Fellowship, Musculoskeletal Radiology",/doctors/bhumin-patel-902062
5561,Baptist Memorial Medical Education,"Residency, Radiology",/doctors/bhumin-patel-902062
5568,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/muhammad-afzal-605750
5569,University of Tennessee College of Medicine,"Residency, University of Tennessee",/doctors/muhammad-afzal-605750
5570,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/muhammad-afzal-605750
5571,University of Tennessee College of Medicine,"Residency, University of Tennessee",/doctors/muhammad-afzal-605750
5572,Massachusetts General Hospital,"Fellowship, Massachusetts General Hospital/Harvard Medical School",/doctors/nino-boals-700251
5573,Baptist Memorial Medical Education,"Residency, Baptist Memorial Medical Education",/doctors/nino-boals-700251
5574,University of Tennessee College of Medicine,"Internship, University of Tennessee",/doctors/nino-boals-700251
5579,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/geoffrey-goodin-116706
5580,St Joseph Mercy Ann Arbor,"Internship, St Joseph Mercy Ann Arbor",/doctors/geoffrey-goodin-116706
5584,Duke University Hospital,"Fellowship, Neuroradiology",/doctors/alexander-rich-734474
5585,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/alexander-rich-734474
5586,University of Tennessee College of Medicine,"Residency, Otolaryngology",/doctors/alexander-rich-734474
5590,Duke University Hospital,"Fellowship, Neuroradiology",/doctors/alexander-rich-734474
5591,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/alexander-rich-734474
5592,University of Tennessee College of Medicine,"Residency, Otolaryngology",/doctors/alexander-rich-734474
5596,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/randall-scott-333265
5597,University of Tennessee College of Medicine,"Residency, University of Tennessee",/doctors/randall-scott-333265
5601,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/phillip-flinn-1008471
5605,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/travis-scharr-1085021
5607,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/travis-scharr-1085021
5609,Geisinger Health System,"Fellowship, Vascular and Interventional Radiology",/doctors/vinod-maller-1110644
5610,University of Tennessee College of Medicine,"Fellowship, Vascular and Interventional Radiology",/doctors/vinod-maller-1110644
5611,Penn State Milton S Hershey Medical Center,"Fellowship, Neuroradiology",/doctors/vinod-maller-1110644
5615,Emory University School of Medicine,"Fellowship, Emory University School of Medicine",/doctors/hasmukh-prajapati-716725
5616,Emory University School of Medicine,"Fellowship, Emory University School of Medicine",/doctors/hasmukh-prajapati-716725
5617,Emory University School of Medicine,"Fellowship, Emory University School of Medicine",/doctors/hasmukh-prajapati-716725
5618,Emory University School of Medicine,"Fellowship, Emory University School of Medicine",/doctors/hasmukh-prajapati-716725
5621,University of Tennessee College of Medicine,"Fellowship, University of Tennessee/Methodist Healthcare",/doctors/vijaykumar-agrawal-809618
5622,University of Tennessee College of Medicine,"Fellowship, University of Tennessee/Methodist Healthcare",/doctors/vijaykumar-agrawal-809618
5623,University of Tennessee College of Medicine,"Residency, Radiology",/doctors/kelly-ford-1073163
5625,University of Tennessee College of Medicine,"Residency, Internal Medicine",/doctors/dexter-witte-1829131
5626,University of Tennessee College of Medicine,"Internship, Internal Medicine",/doctors/dexter-witte-1829131
5629,Emory University School of Medicine,"Fellowship, Emory University School of Medicine",/doctors/clint-teague-442473
5630,University of Mississippi School of Medicine,"Residency, University of Mississippi Medical Center",/doctors/clint-teague-442473
5631,Physicians Medical Center Carraway,"Internship, Physicians Medical Center Carraway",/doctors/clint-teague-442473
5634,New York Presbyterian Hospital,"Fellowship, New York Presbyterian Hospital (Columbia Campus)",/doctors/hervey-segall-391548
5635,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/hervey-segall-391548
5636,UCLA David Geffen School of Medicine/UCLA Medical Center,"Residency, UCLA David Geffen School of Medicine/UCLA Medical Center",/doctors/hervey-segall-391548
5637,University of Southern California/LACUSC Medical Center,"Internship, University of Southern California/LACUSC Medical Center",/doctors/hervey-segall-391548
5643,University of Texas Medical Branch Hospitals,"Fellowship, Pediatric Radiology",/doctors/thomas-boulden-123025
5644,University of Missouri-Columbia School of Medicine,"Residency, Radiology",/doctors/thomas-boulden-123025
5645,WellStar Atlanta Medical Center,"Residency, Radiology",/doctors/thomas-boulden-123025
5646,WellStar Atlanta Medical Center,"Internship, Transitional Year",/doctors/thomas-boulden-123025
5649,University of Texas Medical Branch Hospitals,"Fellowship, Pediatric Radiology",/doctors/thomas-boulden-123025
5650,University of Missouri-Columbia School of Medicine,"Residency, Radiology",/doctors/thomas-boulden-123025
5651,WellStar Atlanta Medical Center,"Residency, Radiology",/doctors/thomas-boulden-123025
5652,WellStar Atlanta Medical Center,"Internship, Transitional Year",/doctors/thomas-boulden-123025
5655,Johns Hopkins University School of Medicine,"Fellowship, Johns Hopkins University",/doctors/asim-choudhri-614798
5656,University of Virginia Medical Center,"Residency, University of Virginia Medical Center",/doctors/asim-choudhri-614798
5660,Childrens National Medical Center,"Fellowship, Children's National Medical Center/George Washington University",/doctors/harris-cohen-17107
5661,SUNY Downstate Health Sciences University,"Residency, SUNY Downstate Health Sciences University",/doctors/harris-cohen-17107
5662,Nassau University Medical Center,"Internship, Nassau University Medical Center",/doctors/harris-cohen-17107
5663,State University of New York Downstate Medical Center College of Medicine,Medical School,/doctors/harris-cohen-17107
5664,C.U.N.Y.-Brooklyn College,"Other Training, Chemistry",/doctors/harris-cohen-17107
5671,Baptist Memorial Medical Education,"Residency, Radiology",/doctors/roger-dillard-897873
5672,University of Mississippi School of Medicine,"Residency, Internal Medicine",/doctors/roger-dillard-897873
5696,Baptist Memorial Medical Education,"Residency, Radiology",/doctors/roger-dillard-897873
5697,University of Mississippi School of Medicine,"Residency, Internal Medicine",/doctors/roger-dillard-897873
5721,Bangalore University,Medical School,/doctors/anand-dorai-raju-1124325
5724,University of Texas Medical Branch Hospitals,"Residency, Radiology",/doctors/jorge-lee-diaz-1173473
5730,Penn State Milton S Hershey Medical Center,"Fellowship, Penn State Milton S Hershey Medical Center",/doctors/vijay-pande-738215
5736,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/louis-parvey-331078
5737,San Antonio Uniformed Services Health Education Consortium,"Internship, San Antonio Uniformed Services Health Education Consortium",/doctors/louis-parvey-331078
5741,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/louis-parvey-331078
5742,San Antonio Uniformed Services Health Education Consortium,"Internship, San Antonio Uniformed Services Health Education Consortium",/doctors/louis-parvey-331078
5746,Detroit Medical Center Corporation,"Residency, Radiology",/doctors/preet-sandhu-749373
5747,Detroit Medical Center Corporation,"Fellowship, Pediatric Radiology",/doctors/preet-sandhu-749373
5748,Detroit Medical Center Corporation,"Fellowship, Neuroradiology",/doctors/preet-sandhu-749373
5751,Emory University School of Medicine,"Fellowship, Emory University School of Medicine",/doctors/jignesh-shah-1155873
5752,University of Texas Southwestern Medical Center,"Residency, University of Texas Southwestern Medical Center",/doctors/eugene-sheffield-316776
5753,Baylor College of Medicine,"Internship, Baylor College of Medicine",/doctors/eugene-sheffield-316776
5755,University of Texas Southwestern Medical Center,"Residency, University of Texas Southwestern Medical Center",/doctors/eugene-sheffield-316776
5756,Baylor College of Medicine,"Internship, Baylor College of Medicine",/doctors/eugene-sheffield-316776
5760,Childrens National Medical Center,"Fellowship, Pediatric Radiology",/doctors/akosua-sintim-damoa-905665
5761,Cleveland Clinic Foundation,"Residency, Radiology",/doctors/akosua-sintim-damoa-905665
5765,Cincinnati Childrens Hospital Medical Center,"Fellowship, Cincinnati Children's Hospital Medical Center",/doctors/chandrea-smothers-331285
5766,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/chandrea-smothers-331285
5770,Cincinnati Childrens Hospital Medical Center,"Fellowship, Cincinnati Children's Hospital Medical Center",/doctors/chandrea-smothers-331285
5771,University of Tennessee College of Medicine,"Residency, University of Tennessee/Methodist Healthcare",/doctors/chandrea-smothers-331285
5775,Phoenix Childrens Hospital,"Fellowship, Phoenix Childrens Hospital",/doctors/anna-thomas-658186
5776,Loma Linda University Health Education Consortium,"Fellowship, Loma Linda University Health Education Consortium",/doctors/anna-thomas-658186
5777,Loma Linda University Health Education Consortium,"Residency, Loma Linda University Health Education Consortium",/doctors/anna-thomas-658186
5778,Drexel University College of Medicine/Hahnemann University,"Residency, Drexel University College of Medicine/Hahnemann University Hospital",/doctors/anna-thomas-658186
5779,Graduate Hospital Philadelphia,"Internship, Graduate Hospital",/doctors/anna-thomas-658186
